id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage
skale,skl,SKALE,0.02453981,142932019,320,22156252.0,0.02608161,0.02439967,-0.000592190604204356,-2.35632,5775852671.0,6076000000.0,7000000000.0,1.22,-97.96851
b3,b3,B3 (Base),0.00668967,142688525,321,44375544.0,0.00827601,0.00648516,-0.0006075035930863,-8.32519,21292670212.0,100000000000.0,100000000000.0,0.01828807,-63.46638
uxlink,uxlink,UXLINK,0.418915,142385993,322,25740222.0,0.444021,0.414146,-0.008527301397439124,-1.99496,338200000.0,1000000000.0,1000000000.0,3.68,-88.59829
wrapped-ether-mantle-bridge,weth,Wrapped Ether (Mantle Bridge),1870.63,142375994,323,14180096.0,1954.55,1852.49,-28.880073488616063,-1.5204,75547.57610077078,75547.57610077078,,4597.42,-59.23144
acet-token,act,Acet,0.083963,141947969,324,1237311.0,0.086128,0.079863,0.00121844,1.47253,1709870215.734518,2230764830.365691,,1.9,-95.60754
hamster-kombat,hmstr,Hamster Kombat,0.00219294,141817727,325,20531465.0,0.00228155,0.00212251,5.186e-05,2.4222,64375000000.0,100000000000.0,100000000000.0,0.00722201,-69.62033
nano,xno,Nano,1.062,141596780,326,6194537.0,1.12,1.024,0.0329527,3.20301,133248290.0,133248290.0,133248290.0,33.69,-96.8476
wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,1989.05,141587209,327,9065747.0,2080.18,1971.19,-26.956515303431388,-1.33712,70938.0,70938.0,,4317.06,-53.80716
polymesh,polyx,Polymesh,0.122565,140742300,328,3042384.0,0.128079,0.11732,0.00245481,2.0438,1141196816.241136,1141196816.241136,,0.748771,-83.56355
waves,waves,Waves,1.39,139934173,329,15424465.0,1.46,1.36,0.01231651,0.89081,100000000.0,100000000.0,,61.3,-97.71981
toshi,toshi,Toshi,0.00033043,139120445,330,27226408.0,0.00037393,0.00029913,2.844e-05,9.41805,420690000000.0,420690000000.0,420690000000.0,0.00226012,-85.37545
casper-network,cspr,Casper Network,0.01052851,137965967,331,5718425.0,0.01086294,0.01006386,7.011e-05,0.67041,12908033585.0,13364034093.0,,1.33,-99.19364
stasis-eurs,eurs,STASIS EURO,1.1,136696304,332,185288.0,1.11,1.087,0.01292227,1.18623,124125940.0,124125940.0,124125940.0,1.79,-38.5854
lcx,lcx,LCX,0.144526,136396470,333,2134633.0,0.161482,0.144565,-0.010796223003285449,-6.95086,940989527.0,950000000.0,950000000.0,0.563966,-74.29808
gmx,gmx,GMX,13.5,135870513,334,13402292.0,14.21,13.37,-0.2786967175689199,-2.02283,10016489.75905946,10016489.75905946,13250000.0,91.07,-85.11987
bnb48-club-token,koge,KOGE,39.95,135456694,335,100113.0,40.68,39.38,0.358134,0.90462,3388228.43399526,3388228.43399526,3441121.42456221,76.94,-48.09236
zencash,zen,Horizen,8.5,135391477,336,25045722.0,8.98,8.18,0.10945,1.3051,15909737.5,15909821.875,21000000.0,165.92,-94.8661
ripple-usd,rlusd,Ripple USD,1.0,135044472,337,79068072.0,1.003,0.994627,0.00019486,0.01949,134992871.84,134992871.84,,1.073,-6.79353
kinesis-gold,kau,Kinesis Gold,93.8,134568022,338,50072830.0,94.89,92.87,0.49158,0.52681,1434980.5846,1434980.5846,,107.91,-13.22455
binance-peg-sol,sol,Binance-Peg SOL,121.83,134391110,339,7246283.0,128.29,119.08,-1.774445886024992,-1.43554,1100000.099999,1100000.099999,,178.63,-31.71875
metaplex,mplx,Metaplex,0.171634,133978410,340,4880712.0,0.187073,0.171423,-0.009435099032909844,-5.21077,780385265.19068,1000000000.0,1000000000.0,0.896784,-80.87464
bio-protocol,bio,Bio Protocol,0.081997,133315012,341,19748930.0,0.08761,0.080845,-0.001774850073876122,-2.11866,1619555633.2635448,3320000000.0,3320000000.0,0.888995,-90.78033
gigachad-2,giga,Gigachad,0.01373755,132942506,342,26986440.0,0.0151326,0.00946912,0.00344949,33.52901,9604136902.35,9604136902.35,10000000000.0,0.095127,-85.48924
magic-eden,me,Magic Eden,0.998026,132439220,343,22668918.0,1.052,0.991333,-0.030496007305441775,-2.96503,132365567.180028,1000000000.0,1000000000.0,17.0,-94.12649
world-mobile-token,wmtx,World Mobile Token,0.19077,131899121,344,14794697.0,0.198458,0.189346,-0.001398072619617857,-0.72753,692176665.338187,2000000000.0,2000000000.0,0.979732,-80.54473
harmony,one,Harmony,0.01067621,131551254,345,20501615.0,0.011089,0.01025297,-3.5105662251898e-05,-0.32774,12305426115.0007,13156044839.793139,13156044839.793139,0.37902,-97.18232
venom,venom,Venom,0.065037,130310461,346,595102.0,0.065514,0.063577,0.00110515,1.72864,2001934996.638346,7273363229.59,8000000000.0,0.782403,-91.69207
mag7-ssi,mag7.ssi,MAG7.ssi,0.660962,130306873,347,3686934.0,0.672094,0.639281,0.0144466,2.23453,197380077.1530458,197380077.1530458,,1.35,-50.9683
global-dollar,usdg,Global Dollar,1.0,130111279,348,155378567.0,1.006,1.0,-0.00024812420514464,-0.0248,130080753.96,130080753.96,,1.65,-39.53687
euro-coin,eurc,EURC,1.09,129420035,349,57259953.0,1.095,1.084,0.00576714,0.53201,118763826.5168876,118763826.5168876,,1.35,-19.42121
cronos-bridged-usdc-cronos,usdc,Cronos Bridged USDC (Cronos),1.002,129412799,350,3472146.0,1.009,0.991601,-0.003375100776878526,-0.33558,129445548.315541,129445548.315541,,1.13,-11.68604
amnis-aptos,amapt,Amnis Aptos,5.09,129039543,351,676303.0,5.59,5.06,-0.24545285978017617,-4.59915,25203628.7157081,25208967.9349,,18.83,-72.83008
redstone-oracles,red,RedStone,0.458582,128729867,352,77593216.0,0.485832,0.432228,-0.000813603682380037,-0.1771,280000000.0,1000000000.0,1000000000.0,0.932461,-50.64078
loopring,lrc,Loopring,0.102318,128140578,353,17365682.0,0.107851,0.100469,-8.9331541491919e-05,-0.08723,1245991468.94246,1373873397.442457,1374513896.0,3.75,-97.25339
frax-share,fxs,Frax Share,1.44,127701940,354,19490781.0,1.47,1.3,0.120857,9.16023,88285936.11375493,99681495.5911336,99681495.5911336,42.8,-96.62594
kadena,kda,Kadena,0.407952,126897415,355,7919625.0,0.429499,0.394327,0.00196128,0.48308,309072969.11393,309211659.06073,1000000000.0,27.64,-98.51436
wrapped-avax,wavax,Wrapped AVAX,17.17,126057213,356,92076805.0,17.84,16.57,0.173392,1.02032,7331021.82696135,7331021.82696135,,2000.68,-99.14056
terra-luna-2,luna,Terra,0.182481,125980301,357,26155680.0,0.1869,0.173862,0.00617426,3.50201,687660230.0,1078518456.25778,,18.87,-99.02969
kinesis-silver,kag,Kinesis Silver,32.73,125594287,358,642491.0,33.33,32.09,0.43948,1.3612,3820061.6828,3820061.6828,,37.57,-12.61403
stepn,gmt,GMT,0.0449809,124917569,359,40263414.0,0.04749495,0.04381877,-0.000212127315420849,-0.46938,2754823577.021732,5155040257.021732,6000000000.0,4.11,-98.89821
ontology,ont,Ontology,0.13487,124059225,360,9853126.0,0.141515,0.132645,-0.001529214395508294,-1.12113,912697857.0,1000000000.0,,10.92,-98.75531
the-grays-currency,ptgc,The Grays Currency,0.00042079,123382574,361,316555.0,0.00046271,0.00038958,-1.7739647271426e-05,-4.04525,293756476560.0966,293756474635.36566,333333333333.0,0.00132623,-68.22288
global-commercial-business,gcb,Global Commercial Business,0.101746,123115521,362,166408.0,0.10373,0.101516,-0.000840737593195306,-0.81954,1201844746.3741875,1201844746.3741875,2500000000.0,0.342361,-70.14847
polyhedra-network,zkj,Polyhedra Network,2.04,122982551,363,7041507.0,2.05,2.03,-0.006766744219547149,-0.33095,60383487.0,1000000000.0,1000000000.0,4.01,-49.19421
ipmb,gpro,GoldPro,26.56,122533495,364,69664.0,28.16,26.47,-0.3010189699177239,-1.12048,4626703.0,4626703.0,200000000.0,118.34,-77.62766
mythos,myth,Mythos,0.158406,122053692,365,3866752.0,0.167209,0.150589,0.00306517,1.97319,776746785.92,1000000000.0,1000000000.0,1.99,-92.12176
project-galaxy,gal,Galxe,0.944284,120792979,366,49308.0,0.96557,0.897429,0.03541062,3.8961,127749331.18734433,200000000.0,200000000.0,18.32,-94.84319
polygon-pos-bridged-dai-polygon-pos,dai,Polygon PoS Bridged DAI (Polygon POS),1.0,120486233,367,12081442.0,1.006,0.991809,0.00025585,0.02558,120614043.5624898,120614043.5624898,,1.025,-2.58274
eutbl,eutbl,Spiko EU T-Bills Money Market Fund,1.12,119026754,368,0.0,1.13,1.12,0.00714201,0.64044,106094674.57805,106094674.57805,,1.14,-1.39082
nxm,nxm,Nexus Mutual,40.04,118410357,369,0.0,42.14,39.45,0.144107,0.3612,2943932.237361074,2943932.237361074,2943932.237361074,185.97,-78.37228
stp-network,stpt,STP,0.060745,118387852,370,14973574.0,0.065413,0.059902,-0.001023506927992503,-1.657,1942420283.027067,1942420283.027067,1942420283.027067,0.270085,-77.43653
m2-global-wealth-limited-mmx,mmx,MMX,0.746952,116820980,371,84004.0,0.795438,0.735715,-0.03658735698635218,-4.6695,155817255.889973,499897237.889973,500000000.0,3.47,-78.46769
bybit-staked-sol,bbsol,Bybit Staked SOL,130.26,116361242,372,5726189.0,136.75,127.35,-1.7485661863157418,-1.32458,892724.152443646,892724.152443646,,308.6,-57.90542
reserve-protocol-eth-plus,eth+,ETHPlus,1946.07,116194656,373,598265.0,2038.24,1927.13,-24.410124847231145,-1.23879,59614.28292730977,59614.28292730977,,4194.11,-53.50614
anzen-usdz,usdz,Anzen USDz,0.953066,115904703,374,174710.0,0.956629,0.948236,-0.00224011234358612,-0.23449,121617282.4202982,121617282.4202982,,1.029,-7.35284
swipe,sxp,Solar,0.181653,115103620,375,7165790.0,0.187542,0.175311,0.00413438,2.32899,630420283.3967701,636262426.2823927,,5.79,-96.84657
sushi,sushi,Sushi,0.589575,114077478,376,50064832.0,0.625855,0.575099,-0.006616612991857562,-1.10981,192789255.8554817,280686715.3182428,,23.38,-97.46893
band-protocol,band,Band Protocol,0.724139,113374168,377,13731310.0,0.759656,0.699774,-0.014953634825710882,-2.02324,155942920.54912,158131739.8841419,,22.83,-96.81538
io,io,io.net,0.764294,113001295,378,54035285.0,0.811488,0.713283,0.01083181,1.4376,147452479.82,799999980.9300972,800000000.0,6.43,-88.10531
coti,coti,COTI,0.062114,111894812,379,20679749.0,0.064882,0.059195,0.00017511,0.28271,1792309031.44,2000000000.0,2000000000.0,0.668634,-90.66294
usd-coin-ethereum-bridged,usdc.e,Arbitrum Bridged USDC (Arbitrum),0.997856,111807779,380,52058549.0,1.01,0.990171,-0.002822450253645359,-0.28205,111746882.264206,111746882.264206,,1.22,-17.8445
alchemy-pay,ach,Alchemy Pay,0.02244875,111555364,381,36919970.0,0.02350936,0.02184419,-2.5749973442575e-05,-0.11457,4943691067.145604,9999999999.999987,9999999999.999987,0.198666,-88.65313
swftcoin,swftc,SWFTCOIN,0.01116247,110741689,382,8356029.0,0.01254816,0.01026911,0.00041116,3.82432,10000000000.0,10000000000.0,10000000000.0,0.04665833,-75.98412
freysa-ai,fai,Freysa AI,0.01365422,110654574,383,857572.0,0.01412452,0.01253338,0.00082694,6.4467,8189700000.0,8189700000.0,8189700000.0,0.080047,-82.99801
usual,usual,Usual,0.163061,108756546,384,18313641.0,0.172291,0.163015,-0.006702017655851211,-3.94787,663569126.8582387,727655939.3357671,4000000000.0,1.61,-89.85943
zignaly,zig,ZIGChain,0.077087,108656043,385,5233051.0,0.081626,0.074402,0.00145783,1.92759,1410217495.2396517,1955217495.2396517,1955217495.2396517,0.224179,-65.66134
cow-protocol,cow,CoW Protocol,0.261664,108637503,386,28049341.0,0.275515,0.252661,0.00092262,0.35385,414440474.7293582,1000000000.0,1000000000.0,2.22,-88.19523
hive,hive,Hive,0.2295,108295661,387,4251718.0,0.239614,0.225169,-0.000160558967862351,-0.06991,469074999.519,,,3.41,-93.22521
qubic-network,qubic,Qubic,9.29168e-07,107834885,388,7199388.0,9.6274e-07,7.92772e-07,1.03778e-07,12.57318,113980539277623.0,135387097758362.0,200000000000000.0,1.256e-05,-92.47681
prometeus,prom,Prom,5.87,107386977,389,3689306.0,6.08,5.82,-0.20670307809154576,-3.40121,18250000.0,19250000.0,19250000.0,105.94,-94.44533
realtoken-ecosystem-governance,reg,RealToken Ecosystem Governance,1.5,107370075,390,1155.1,1.52,1.38,-0.01766562721177789,-1.16573,71599793.99,499999793.99,,1.99,-24.85684
proton,xpr,XPR Network,0.00393812,107264534,391,6069121.0,0.00406516,0.0037981,3.074e-05,0.7868,27132148216.4302,30074522868.953,,0.100088,-96.05008
rocket-pool,rpl,Rocket Pool,4.99,106476991,392,17384536.0,5.26,4.86,0.074949,1.52386,21145902.16162501,21145902.16162501,,61.9,-91.85792
uxd-protocol-token,uxp,UXD Protocol,0.01510473,105929052,393,1589.02,0.01557076,0.01497955,-5.189589454675e-06,-0.03435,6999999999.0,7000000000.0,7000000000.0,0.170044,-91.11598
audius,audio,Audius,0.081857,105891772,394,28259124.0,0.08866,0.08005,-0.006803594109677263,-7.67377,1305736282.0,1305736282.6427,1305736282.6427,4.95,-98.36271
bonfida,fida,Solana Name Service,0.10601,105695290,395,25058238.0,0.113676,0.105826,-0.003888442309492493,-3.5382,990911773.867101,1000000000.0,1000000000.0,18.77,-99.43253
nkyc-token,nkyc,NKYC Token,26.22,105306768,396,95793.0,26.85,25.97,-0.3121654427674727,-1.17672,4000000.0,4000000.0,21000000.0,35.51,-26.2762
solo-coin,solo,Sologenic,0.258618,104185556,397,3992505.0,0.27394,0.249883,-0.004702444787734128,-1.78582,399198717.0,399198717.0,400000000.0,6.55,-96.01534
biconomy,bico,Biconomy,0.110276,103943788,398,12476975.0,0.115743,0.109358,-0.002191476756780206,-1.94854,935245238.4797719,1000000000.0,1000000000.0,21.45,-99.48251
steakhouse-usdc-morpho-vault,steakusdc,Steakhouse USDC Morpho Vault,1.077,103661819,399,0.0,1.082,1.073,0.00010183,0.00946,96287068.84951775,96287068.84951775,,9.61,-88.80284
iostoken,iost,IOST,0.00483241,103575807,400,54655742.0,0.00546689,0.00471332,-0.000126506364212046,-2.55109,21320000000.0,21320000000.0,90000000000.0,0.129829,-96.25129
g-token,g,Gravity,0.01426196,103523159,401,11140409.0,0.01477486,0.0139338,-0.000146152159487588,-1.01437,7232700000.0,12000000000.0,12000000000.0,0.091691,-84.43433
melania-meme,melania,Melania Meme,0.683263,103314467,402,24536709.0,0.723239,0.677117,-0.035787260597105686,-4.97702,150000000.0,999999180.211261,1000000000.0,13.05,-94.76619
astherus-usdf,usdf,Astherus USDF,0.99904,102058128,403,397309.0,1.001,0.99573,0.00031811,0.03185,102204146.0928267,102204146.0928267,,1.005,-0.67199
icon,icx,ICON,0.095902,101479281,404,2471509.0,0.09996,0.093569,-4.9191328681822e-05,-0.05127,1053674237.107851,1065838424.890005,,13.16,-99.26703
illuvium,ilv,Illuvium,13.48,101150537,405,31616429.0,14.49,13.49,-0.26473274345899434,-1.92549,7440682.794164633,9598394.334813928,,1911.26,-99.29125
metis-token,metis,Metis,16.08,100740445,406,8934096.0,16.6,15.38,0.112757,0.70622,6255334.342,10000000.0,10000000.0,323.54,-95.02289
resolv-rlp,rlp,Resolv RLP,1.17,100452687,407,665968.0,1.17,1.16,0.00642132,0.55214,85899371.94806617,85899371.94806617,,1.35,-13.53193
qusdt,qusdt,QL1 Bridged USDT (QL1),1.0,99965026,408,8022.9,1.019,0.992131,0.00022329,0.02233,100000000.0,100000000.0,,1.019,-2.06583
neiro-3,neiro,Neiro,0.00023623,99912740,409,86263661.0,0.0002523,0.00022994,-1.245732291439e-06,-0.52458,420690000000.0,420690000000.0,420690000000.0,0.00301761,-92.16893
aevo-exchange,aevo,Aevo,0.109419,99442223,410,25926595.0,0.115773,0.105168,0.00080749,0.74347,903166046.3930211,1000000000.0,1000000000.0,3.76,-97.07388
infinitar-governance-token,igt,Infinitar Governance Token,0.496596,98511870,411,9402773.0,0.519245,0.48599,-0.002208519809856035,-0.44276,198699003.3,1000000000.0,1000000000.0,0.680328,-26.52402
avail,avail,Avail,0.04919933,98270327,412,4848767.0,0.050189,0.04867357,0.00052576,1.08018,1999872665.0,10322355579.0,,0.239543,-79.52186
uma,uma,UMA,1.14,98213724,413,32113405.0,1.24,1.14,-0.014481339495793888,-1.25107,85774002.38362862,123788024.311407,,41.56,-97.24324
euler,eul,Euler,5.2,97533359,414,4111938.0,5.47,5.03,0.158575,3.14307,18685530.67,27182818.28459,27182818.0,12.78,-59.15505
memecoin-2,meme,Memecoin,0.00236488,97263054,415,34212852.0,0.00253331,0.00230994,-8.3424888223636e-05,-3.40746,40881836511.00751,69000000000.0,69000000000.0,0.056324,-95.78992
space-id,id,SPACE ID,0.22151,96223004,416,63375963.0,0.236931,0.190186,0.02788743,14.40299,430506132.0,1996617244.0,2000000000.0,1.84,-87.81152
compound-ether,ceth,cETH,37.59,95537368,417,106.62,39.38,37.18,-0.5555174061838386,-1.45641,2529103.66165948,2529103.66165948,,97.75,-61.35553
ecoin-2,ecoin,Ecoin,0.0002071,95498064,418,5.24,,,,,461121735617.0,1000000000000.0,,0.01276469,-98.37756
syrup,syrup,Maple Finance,0.129426,95460427,419,3393551.0,0.134752,0.123449,0.00195566,1.5342,737021072.5288303,1172369856.920883,,0.339201,-61.89067
blockv,vee,BLOCKv,0.02620796,94899036,420,190528.0,0.02720992,0.02497202,0.00069619,2.72888,3646271241.200255,3646271241.200255,3646271241.0,0.356889,-92.70969
supra,supra,Supra,0.01055697,94850027,421,17155655.0,0.01113185,0.01009101,0.00027792,2.70377,8929991811.47,79400695247.0,100000000000.0,0.072675,-85.39457
vvs-finance,vvs,VVS Finance,1.96e-06,94749983,422,653834.0,2.04e-06,1.93e-06,-8.2142812019e-08,-4.01988,47974536044714.76,93807885630965.33,100000000000000.0,0.00033093,-99.4056
l2-standard-bridged-frxusd,frxusd,L2 Standard Bridged frxUSD,0.997155,94532324,423,1138251.0,1.007,0.98833,0.00192489,0.19341,94764513.10769281,94764513.10769281,,1.047,-5.0411
zelcash,flux,Flux,0.246282,94294287,424,11674008.0,0.260518,0.241334,-0.000671527456193671,-0.27192,381065384.4991484,381065384.4991484,440000000.0,3.33,-92.56583
deso,deso,Decentralized Social,8.9,93894392,425,4468256.0,9.09,8.69,-0.14728380374645766,-1.62826,10532253.8854,10808492.6854,10808492.6854,198.68,-95.513
anime,anime,Animecoin,0.0168466,93650664,426,26328262.0,0.01800373,0.0167253,-0.000210137980183323,-1.23199,5538604656.0,10000000000.0,10000000000.0,0.186122,-90.96278
ignition-fbtc,fbtc,Function ƒBTC,81973.0,92805665,427,396698.0,85172.0,78922.0,1522.38,1.89232,1132.50189781,13726.66183064,,110290.0,-25.69753
crypto-trading-fund,ctf,Crypto Trading Fund,0.770038,92688685,428,12354.69,0.839504,0.759081,-0.016830030012362607,-2.13886,119899983.59508276,119899983.59508276,120000000.0,2.33,-66.91547
adventure-gold,agld,Adventure Gold,0.992352,92308671,429,20031198.0,1.048,0.983385,-0.02282631537377633,-2.2485,92810001.0,92810001.0,96000000.0,7.7,-87.09936
lisk,lsk,Lisk,0.533254,92304634,430,17809861.0,0.560209,0.524438,-0.000679409960548716,-0.12725,172178126.6051807,400000000.0,400000000.0,34.92,-98.46322
status,snt,Status,0.02324053,92206492,431,6514744.0,0.02439253,0.0230657,-0.000287636599897993,-1.22252,3960483788.3096976,6804870174.0,,0.684918,-96.59589
saros-finance,saros,Saros,0.03505015,92073970,432,2555464.0,0.03506942,0.02274231,0.01188951,51.33497,2624999826.0,10000000000.0,10000000000.0,0.03502978,-0.17878
aleo,aleo,ALEO,0.266424,91482695,433,14170862.0,0.336338,0.25519,0.00751357,2.902,343637946.193349,1685729548.396028,,6.72,-96.03766
venice-token,vvv,Venice Token,3.19,91037869,434,20434838.0,3.27,2.66,0.404676,14.50967,28667664.615387373,101822319.1273465,,22.58,-85.93473
book-of-meme,bome,BOOK OF MEME,0.00131507,90943014,435,67201034.0,0.00137541,0.00125702,1.94e-05,1.49727,68999659569.0,68999659569.0,68999659569.0,0.02688878,-95.10576
iagon,iag,Iagon,0.240215,90744865,436,737847.0,0.247638,0.214978,0.02176785,9.96481,376020434.0,1000000000.0,1000000000.0,0.389333,-37.98789
manta-network,manta,Manta Network,0.235274,89945853,437,42397942.0,0.246843,0.225495,-0.000373289409697691,-0.15841,380301491.7628903,1000000000.0,1000000000.0,4.05,-94.17698
bora,bora,BORA,0.077991,89904681,438,395812.0,0.081244,0.076031,0.00015772,0.20264,1152750000.0,1205750000.0,1205750000.0,1.61,-95.15616
spell-token,spell,Spell,0.00056368,89682269,439,15703948.0,0.00059191,0.00055494,-5.018688718202e-06,-0.88249,158249494806.4423,196008739620.0,210000000000.0,0.03506357,-98.38375
altlayer,alt,AltLayer,0.03195196,89552489,440,16382205.0,0.03376803,0.0313761,-0.000652014345288436,-1.9998,2792013887.0,10000000000.0,10000000000.0,0.676743,-95.26758
everipedia,iq,IQ,0.00426479,89070139,441,6590182.0,0.00434384,0.00415465,4.488e-05,1.06351,20890359638.929,20890359638.929,60000000000.0,0.072382,-94.10877
zano,zano,Zano,6.02,88450825,442,425790.0,6.25,5.81,0.189222,3.2467,14675709.95,14676120.59,,17.81,-66.16361
cronos-bridged-usdt-cronos,usdt,Cronos Bridged USDT (Cronos),0.999567,87899266,443,677290.0,1.011,0.982957,-0.001190538957578924,-0.11896,87824964.111949,87824964.111949,,1.2,-16.75468
across-protocol,acx,Across Protocol,0.217153,87887658,444,14811926.0,0.228813,0.21057,-0.002762916135080146,-1.25635,403683811.5460104,1000000000.0,1000000000.0,1.69,-87.11929
velo,velo,Velo,0.01176469,87689072,445,20272020.0,0.01247617,0.01092502,6.838e-05,0.58467,7390475595.0,23999921821.38457,,2.29,-99.48077
pha,pha,PHALA,0.111068,87566845,446,23814649.0,0.115879,0.10747,-1.6499954226951e-05,-0.01485,783983763.5503594,1000000000.0,1000000000.0,1.39,-91.97606
balancer,bal,Balancer,1.39,87336398,447,11340734.0,1.47,1.37,-0.000951095886398079,-0.0683,62359712.8306936,67479560.19424234,96150704.0,74.45,-98.11853
gama-coin,gama,GAMA Coin,1.34,87176698,448,2209332.0,1.37,1.3,0.01894637,1.43864,64999936.00000001,99999956.00000001,,1.76,-23.76114
zircuit,zrc,Zircuit,0.03934021,86839415,449,30212237.0,0.04163652,0.03855101,-0.000256314247363956,-0.64731,2194923458.0,10000000000.0,10000000000.0,0.09726,-59.32711
astherus-staked-bnb,asbnb,Astherus Staked BNB,517.83,86737904,450,3104.8,828.99,413.91,-41.389225237297296,-7.40123,166760.8093562507,166760.8093562507,,828.99,-37.64845
oec-token,okt,OKT Chain,4.75,86319484,451,373692.0,5.18,4.7,-0.147107154317216,-3.00363,17847259.5,17847259.5,21000000.0,250.53,-98.06794
venus,xvs,Venus,5.18,86275029,452,10387199.0,5.5,5.16,-0.09149867086498187,-1.73573,16580080.766292553,29745109.54325738,30000000.0,146.82,-96.45932
power-ledger,powr,Powerledger,0.161853,86221884,453,9858076.0,0.169367,0.159482,-0.001659573037000539,-1.01495,529761884.726046,999506122.99937,1000000000.0,1.89,-91.3787
solayer-staked-sol,ssol,Solayer Staked SOL,130.37,86146459,454,1141598.0,136.32,129.15,-1.6599417607276905,-1.25722,660403.237955363,660403.237955363,,304.31,-57.26528
request-network,req,Request,0.111243,85912548,455,8513081.0,0.113261,0.110133,-0.00118958585290764,-1.05805,769291231.6612921,999514641.1169174,1000000000.0,1.059,-89.44498
orbs,orbs,Orbs,0.01877447,85756816,456,6069240.0,0.01938714,0.01838204,0.00016021,0.86069,4553537039.6373,10000000000.0,10000000000.0,0.360443,-94.77722
clearpool,cpool,Clearpool,0.111299,85704269,457,7806837.0,0.121805,0.099139,0.00867728,8.45561,759945956.16,1000000000.0,1000000000.0,2.55,-95.59212
frax-usd,frxusd,Frax USD,0.998161,85457171,458,2675806.0,0.998444,0.997188,0.00052725,0.05285,85680405.38755451,85680405.38755451,,1.004,-0.54421
temple,temple,TempleDAO,3.55,85275502,459,34351.0,3.62,3.52,-0.03594571619624887,-1.00148,24000384.234967295,24047666.1865157,24047666.1865157,3.79,-6.2646
aixbt,aixbt,aixbt by Virtuals,0.098695,85160719,460,49856966.0,0.110067,0.098509,-0.008699157065157948,-8.10021,855612732.0,1000000000.0,1000000000.0,0.942578,-89.48217
tokenlon,lon,Tokenlon,0.721682,84570827,461,273086.0,0.741898,0.716535,-0.018374067762996105,-2.48279,116686029.7734944,140451028.838767,200000000.0,9.81,-92.56953
marlin,pond,Marlin,0.01042015,84248795,462,17927506.0,0.0114158,0.0097032,0.00063858,6.52843,8087375977.0,10000000000.0,10000000000.0,0.323362,-96.77842
iexec-rlc,rlc,iExec RLC,1.15,83667992,463,14614558.0,1.24,1.14,-0.023694695483728045,-2.018,72382548.06525737,86999784.9868455,86999784.9868455,15.51,-92.54183
sbtc-2,sbtc,sBTC,83357.0,83503659,464,110068.0,84634.0,79759.0,3521.53,4.411,1000.0,1000.0,,107070.0,-22.26141
dforce-token,df,dForce,0.083154,83239127,465,21716789.0,0.085684,0.073879,0.00851462,11.40763,999926146.6275177,999926146.6275177,999926146.6275177,1.5,-94.45272
dkargo,dka,dKargo,0.017662,83205355,466,3397515.0,0.01836708,0.01696771,0.00069429,4.09185,4686666667.0,5000000000.0,5000000000.0,0.703797,-97.47744
elixir-finance,elx,Elixir,0.524144,83201146,467,87080207.0,0.73515,0.505283,-0.17978709856983366,-25.54045,159658911.0,1000000000.0,1000000000.0,0.73515,-28.70111
superrare,rare,SuperRare,0.102504,83053179,468,385776257.0,0.131603,0.093125,-0.02486646702040761,-19.52287,800370926.5084623,1000000000.0,1000000000.0,3.64,-97.152
geodnet,geod,Geodnet,0.26013,82386588,469,1571128.0,0.28464,0.254735,-0.02451017454120602,-8.61094,317164483.0,989289568.0,1000000000.0,0.374342,-30.73906
yield-guild-games,ygg,Yield Guild Games,0.199819,82139406,470,31846206.0,0.203011,0.186541,0.00922726,4.84138,410462353.92051035,999875539.3527771,1000000000.0,11.17,-98.20828
usdt0,usdt0,USDT0,1.001,81144697,471,1317746.0,1.01,0.991834,1.071e-05,0.00107,81031771.071967,81031771.071967,,1.052,-5.04974
ong,ong,Ontology Gas,0.196508,80709801,472,3715379.0,0.203791,0.19305,0.00072788,0.37179,407943065.8414432,1000000000.0,1000000000.0,4.39,-95.50034
huobi-token,ht,Huobi,0.50414,80496366,473,9667.52,0.537204,0.48698,0.01019158,2.06329,159406077.0,201050000.0,201050000.0,39.66,-98.72673
chromaway,chr,Chromia,0.095516,80489090,474,11005292.0,0.101498,0.093253,-0.001522602957815158,-1.56907,839027130.741219,839027130.741219,978064789.0,1.49,-93.5651
moonbeam,glmr,Moonbeam,0.083717,80473058,475,5285006.0,0.089395,0.083553,-0.001144865618417548,-1.3491,955377283.0,1163357417.0,,19.5,-99.56853
avalon-2,avl,Avalon,0.492851,80161682,476,78254400.0,0.54439,0.474794,-0.0515387595188323,-9.46725,162250001.0,1000000000.0,1000000000.0,0.787073,-36.94966
blast,blast,Blast,0.00301441,80044742,477,10114015.0,0.00314299,0.00285316,0.00011449,3.9482,26379241815.16362,100000000000.0,100000000000.0,0.02917956,-89.61719
big-time,bigtime,Big Time,0.04512846,79956538,478,32031775.0,0.04728428,0.04404474,-0.000557560317931395,-1.22042,1760419611.46355,5000000000.0,5000000000.0,0.977359,-95.36483
paal-ai,paal,PAAL AI,0.089763,79892240,479,13448874.0,0.094646,0.077685,0.01129421,14.39318,889012627.59,1000000000.0,1000000000.0,0.859797,-89.50563
